Name,Price
LT,123.00
SEAMECLTD,"3,527.05"
ACE,"1,075.00"
VISHWARAJ,"1,074.95"
HINDUNILVR,15.00
BANCOINDIA,"2,304.85"
HBLPOWER,520.00
AURUM,400.05
HUHTAMAKI,132.60
CGCL,294.00
UTTAMSUGAR,204.25
GODREJIND,335.20
ATGL,756.05
DRREDDY,870.00
SBILIFE,"6,282.00"
MUTHOOTCAP,"1,482.20"
HOMEFIRST,281.00
VBL,815.05
ICICIBANK,"1,388.85"
WINDMACHIN,"1,080.00"
CAPLIPOINT,68.05
CAPACITE,"1,267.00"
UNIPARTS,214.85
XELPMOC,509.00
OBEROIRLTY,107.00
HIKAL,"1,295.00"
MASTEK,266.80
GMRP&UI,"2,610.05"
PARKHOTELS,39.90
SJLOGISTIC,172.25
BANKBARODA,261.00
BBTCL,259.90
IMPAL,259.00
KAMOPAINTS,943.00
POLYCAB,164.50
TEXINFRA,"4,760.00"
L&TFH,87.40
TECHM,147.00
RELAXO,"1,272.00"
OFSS,802.70
GAIL,"8,000.00"
HARIOMPIPE,168.00
PITTIENG,450.60
BCONCEPTS,681.05
LTFOODS,719.90
SPIC,161.90
GVPTECH,69.35
MPHASIS,11.55
VESUVIUS,"2,365.00"
GODREJAGRO,"3,111.50"
ROSSELLIND,490.00
SONATSOFTW,349.70
ORCHPHARMA,737.00
OLECTRA,970.00
TORNTPHARM,"1,582.95"
VPRPL,"2,652.00"
NTPC,144.00
BOHRAIND,321.05
MIRZAINT,22.00
PVRINOX,44.00
CANBK,"1,299.05"
JAMNAAUTO,534.00
MAHABANK,108.95
WABAG,53.95
COFORGE,656.00
SHOPERSTOP,"6,145.00"
CUMMINSIND,713.55
REDINGTON,"2,663.40"
DALMIASUG,191.00
INDIAMART,350.00
BERGEPAINT,"2,504.95"
BAJAJFINSV,554.10
HEUBACHIND,"1,565.60"
VINYLINDIA,435.00
ESABINDIA,330.50
AMIORG,"4,848.00"
ORIENTPPR,"1,015.00"
BLUEJET,41.00
MITCON,334.75
EICHERMOT,111.10
ASAHIINDIA,"3,717.00"
AXISBANK,510.00
DLF,"1,075.00"
TATACHEM,826.00
IFBIND,"1,091.95"
MALUPAPER,"1,333.20"
MEDICO,39.50
FLUOROCHEM,78.45
SPLPETRO,"3,211.00"
BDL,594.70
VOLTAS,"1,582.00"
ASTERDM,"1,037.10"
ADANIGREEN,411.00
SHK,"1,716.00"
STARPAPER,169.80
JINDALPOLY,216.50
POWERINDIA,480.00
LGBFORGE,"6,335.85"
EKC,9.00
INDOCO,116.45
HEMIPROP,321.05
ELGIEQUIP,169.00
DSSL,621.30
PYRAMID,705.00
MSTCLTD,141.00
DABUR,772.45
DOLATALGO,517.00
INDOBORAX,61.25
DIVISLAB,148.60
LTTS,"3,460.00"
LOYALTEX,"5,125.05"
AKSHOPTFBR,494.00
DWARKESH,8.65
BSOFT,77.60
EMAMIPAP,719.10
RBA,111.25
MOTILALOFS,101.30
DEEPINDS,"1,392.50"
IZMO,239.95
CARBORUNIV,247.70
NACLIND,"1,054.45"
THERMAX,57.40
SHYAMMETL,"3,607.05"
GRINFRA,541.00
ORIENTELEC,"1,206.05"
ALKEM,194.50
PTCIL,"4,915.00"
WINDLAS,"7,117.70"
ADVENZYMES,485.00
AARTIIND,348.50
IRCTC,616.00
CANFINHOME,875.05
UFLEX,716.85
WIPRO,403.00
MARATHON,501.15
BAJAJ-AUTO,452.25
RAMANEWS,"8,330.50"
WTICAB,15.30
GFLLIMITED,160.00
MINDACORP,68.40
TIDEWATER,380.00
BALMLAWRIE,"1,389.55"
POONAWALLA,205.00
INDUSTOWER,462.30
UTKARSHBNK,234.85
FOSECOIND,45.45
63MOONS,"3,050.00"
NIITMTS,381.00
POKARNA,491.05
LICHSGFIN,431.00
DIAMONDYD,586.50
AMBUJACEM,963.00
TRITURBINE,555.50
AUBANK,458.00
NAUKRI,573.00
SARDAEN,"5,072.50"
BEL,182.00
CRAFTSMAN,189.00
DEEPAKNTR,"3,825.00"
ICICIGI,"2,051.00"
VINATIORGA,"1,631.95"
GILLETTE,"1,560.05"
NSIL,"6,330.00"
SOTL,"3,072.10"
SUVENPHAR,396.00
SVPGLOB,628.00
VMART,7.05
MIDHANI,"1,873.10"
MTARTECH,351.50
JKTYRE,"1,700.00"
MAPMYINDIA,430.05
MBLINFRA,"1,611.05"
MSUMI,40.95
CLEDUCATE,61.10
KIRLOSENG,80.20
GPPL,755.00
RAIN,173.10
ELIN,152.95
SUKHJITS,131.00
KANPRPLA,417.10
DIXON,97.05
JKIL,"6,553.20"
TATAMTRDVR,542.45
RML,638.00
GRWRHITECH,640.20
LUPIN,"1,590.00"
HATHWAY,"1,591.00"
SASKEN,19.00
CHAMBLFERT,"1,398.05"
SMARTLINK,335.10
SJVN,158.00
FDC,100.40
EROSMEDIA,420.40
PPLPHARMA,18.60
DELHIVERY,117.75
HNDFDS,420.05
DPABHUSHAN,473.00
MANORG,700.00
WELENT,304.95
AHLADA,285.00
IEX,96.05
TATACOMM,132.00
GREENPANEL,"1,870.00"
DENORA,327.55
ATFL,"1,392.15"
RKEC,653.45
TATAMOTORS,76.05
VENUSREM,964.95
CONSOFINVT,285.10
EMSLIMITED,215.00
CMSINFO,366.00
BHARATRAS,376.00
SUBROS,"8,400.00"
POLYPLEX,491.00
ACI,766.80
GLENMARK,602.00
ALEMBICLTD,890.55
MOREPENLAB,78.90
FORTIS,39.00
BAJAJHIND,382.10
CLSEL,27.60
CONTROLPR,204.00
IDFCFIRSTB,887.05
AARTISURF,76.80
SANGHIIND,570.00
GODREJCP,98.00
MEGASOFT,"1,185.05"
JSWINFRA,70.00
VTL,213.50
PODDARMENT,400.00
KHADIM,330.05
TCI,303.00
LIBERTSHOE,765.05
JAYAGROGN,260.00
KSHITIJPOL,205.00
NAM-INDIA,5.25
ASTRAL,441.00
NMDC,"1,982.25"
SONAMAC,203.50
SOUTHBANK,130.00
ASHOKA,26.00
INDIGRID,144.60
BATAINDIA,130.10
ORICONENT,"1,390.00"
TEMBO,30.60
SHANTI,270.00
CARERATING,15.20
COSMOFIRST,"1,085.00"
SAGCEM,458.00
DELAPLEX,210.00
GINNIFILA,200.00
LLOYDSME,30.00
J&KBANK,535.00
RPSGVENT,118.90
STARHEALTH,625.40
RITCO,540.00
CSBBANK,191.20
SAREGAMA,332.40
LIKHITHA,342.05
MBAPL,238.10
TDPOWERSYS,238.00
STYRENIX,262.05
DJML,"1,291.00"
SHREYANIND,134.60
KSOLVES,197.00
ZOMATO,"1,040.35"
PARAGON,147.10
HITECH,109.10
ETHOSLTD,109.00
MRPL,"2,550.00"
ASHOKLEY,187.00
EMMBI,158.10
SANGAMIND,88.25
NOCIL,366.90
PENINLAND,222.00
IIFL,45.80
SANSERA,380.00
UNOMINDA,919.55
PRAJIND,614.00
BALKRISIND,450.00
PLAZACABLE,"2,260.00"
AGSTRA,80.00
ONGC,66.50
BEML,252.50
TRENT,"2,705.05"
TRACXN,"3,900.00"
RAJSREESUG,79.30
APTUS,57.05
ASHOKAMET,307.05
BANKINDIA,21.90
ONWARDTEC,127.00
NAHARPOLY,436.00
GPTHEALTH,183.00
PAKKA,143.55
NYKAA,252.00
DIAMINESQ,147.70
NECLIFE,502.05
PNCINFRA,30.05
HDFCLIFE,385.95
EXXARO,603.00
ASIANTILES,93.65
EXIDEIND,51.00
IRISDOREME,297.20
ALICON,72.10
UGROCAP,791.00
SERVOTECH,219.75
THANGAMAYL,76.00
POLICYBZR,"1,200.00"
GULFOILLUB,"1,063.00"
GSPL,860.00
SECURCRED,331.95
JAYBARMARU,16.35
NESCO,102.00
KFINTECH,756.00
PARADEEP,555.00
VIRINCHI,68.15
FILATEX,32.05
ACCELYA,52.00
GHCL,"1,600.00"
SUMMITSEC,448.00
IMAGICAA,"1,135.00"
VALIANTLAB,70.85
GANECOS,141.00
HEROMOTOCO,910.05
PATINTLOG,"4,455.00"
DEN,19.40
IOC,46.25
DBCORP,161.25
WELSPUNLIV,245.00
SKMEGGPROD,133.80
VIPCLOTHNG,223.50
KALYANKJIL,34.00
NATHBIOGEN,385.00
GOCLCORP,177.00
WOCKPHARMA,386.65
SHAREINDIA,516.85
INFIBEAM,"1,605.00"
EMAMIREAL,33.50
GULPOLY,85.60
LINCOLN,160.00
DREAMFOLKS,555.00
HERCULES,482.50
JAGRAN,441.20
SHREDIGCEM,90.90
INDBANK,93.60
APOLLOPIPE,39.50
MEDIASSIST,620.00
RAJRATAN,448.00
IONEXCHANG,590.05
INTLCONV,440.25
DIL,71.00
DBL,7.10
HDFCAMC,381.00
HTMEDIA,"3,585.05"
QUICKHEAL,24.55
BODALCHEM,501.75
MPSLTD,76.65
BHARATFORG,"1,490.35"
ELGIRUBCO,"1,111.00"
UNICHEMLAB,45.05
PATELENG,480.00
GEECEE,51.50
ULTRACEMCO,247.00
VARDHACRLC,"9,455.00"
UNIONBANK,51.05
PARAGMILK,139.50
TEAMLEASE,190.05
MODISONLTD,"2,805.00"
3PLAND,98.05
GODREJPROP,27.00
DHARMAJ,"2,173.00"
PEARLPOLY,198.65
RADICO,26.85
GOKULAGRO,"1,502.00"
HMVL,97.20
PUNJABCHEM,86.90
QUESS,928.50
NELCAST,472.50
RGL,123.05
PHOENIXLTD,103.00
SHEMAROO,"2,551.00"
LORDSCHLO,132.55
EMUDHRA,112.65
DYNPRO,581.30
AARON,277.20
PRECAM,250.55
SHANTIGEAR,181.15
ARTEMISMED,486.65
RPGLIFE,141.30
RRKABEL,"1,370.15"
BHAGCHEM,"1,337.25"
FCL,"1,540.40"
BHAGERIA,338.25
LANDMARK,141.20
CHEVIOT,692.70
KIRLPNU,"1,243.65"
INFOBEAN,623.25
ADFFOODS,377.10
INDNIPPON,180.35
KOPRAN,603.25
MEDICAMEQ,216.35
INNOVACAP,363.80
UMANGDAIRY,471.95
DCMSRIND,75.15
NLCINDIA,163.30
TPLPLASTEH,199.10
AUTOIND,52.05
AJMERA,113.80
PNB,585.25
EIHOTEL,117.00
SMCGLOBAL,380.10
HIGREEN,110.40
UFO,152.20
INOXINDIA,116.55
SARLAPOLY,"1,080.00"
BRIGADE,51.45
SPLIL,845.00
VENUSPIPES,54.60
KCPSUGIND,"1,485.00"
MOTHERSON,31.95
MAWANASUG,108.50
ROHLTD,86.05
RBLBANK,325.00
VIDHIING,226.85
PERSISTENT,425.10
STEELCAS,"8,000.00"
ISGEC,590.00
PROZONER,810.00
CENTURYPLY,27.90
JOCIL,639.95
NDLVENTURE,163.00
TATACONSUM,92.10
HMAAGRO,"1,160.05"
ATAM,49.00
KNRCON,147.00
CARYSIL,241.60
KIOCL,894.90
HEXATRADEX,366.00
CELEBRITY,145.00
RAYMOND,14.90
ALKALI,"1,600.00"
SNOWMAN,98.15
CARTRADE,56.50
TRIGYN,630.35
BETA,98.00
SAPPHIRE,"1,065.05"
AMBICAAGAR,"1,367.80"
ARENTERP,26.60
SANDHAR,38.25
DELPHIFX,450.05
HFCL,223.45
FEDERALBNK,82.30
OSWALAGRO,146.00
NIRAJ,34.75
MADRASFERT,37.50
BAJAJHLDNG,77.75
PSB,"8,225.00"
TIMETECHNO,54.25
SSWL,190.10
PONNIERODE,226.00
DONEAR,367.05
SPARC,90.00
JBMA,351.05
FAZE3Q,"1,679.95"
REDTAPE,350.00
ASMS,540.00
SIGNPOST,19.05
CHOLAHLDNG,361.00
SPORTKING,"1,030.15"
DECCANCE,738.00
PRITI,524.20
ARMANFIN,156.05
MIRCELECTR,"1,755.00"
TCPLPACK,18.50
SUBEXLTD,"2,236.00"
IRB,29.00
MALLCOM,50.00
BLSE,820.00
ATALREAL,274.95
RAJRILTD,15.70
ACLGATI,26.15
HILTON,96.75
SANGHVIMOV,114.00
INDOAMIN,987.00
MAXESTATES,108.50
LPDC,245.10
UMESLTD,7.70
BBL,5.10
ROXHITECH,"4,765.05"
IMFA,101.70
ANANTRAJ,523.00
FUSION,281.00
VOLTAMP,444.00
HGS,"7,320.20"
GODFRYPHLP,780.00
MMFL,"2,875.00"
ANURAS,856.00
JUBLPHARMA,895.95
PASUPTAC,538.05
CESC,34.50
ROTO,110.20
PRICOLLTD,324.95
MAHLIFE,332.05
SONACOMS,515.15
DCAL,629.30
SAKUMA,195.10
INDUSINDBK,21.40
ANMOL,"1,471.55"
KDDL,44.80
CENTRUM,"2,214.00"
AARTIPHARM,25.70
SECURKLOUD,407.95
SHARDAMOTR,44.00
FROG,"1,181.05"
BAJAJCON,135.00
PLASTIBLEN,205.50
DPSCLTD,227.15
GIPCL,15.90
DHUNINV,152.05
KPITTECH,"1,036.00"
AHLUCONT,"1,385.05"
SINDHUTRAD,999.05
HISARMETAL,18.00
WSI,159.00
NAHARINDUS,125.00
GREENPLY,113.80
TIRUMALCHM,218.55
CHEMFAB,204.15
BIOFILCHEM,551.30
SURAJEST,55.05
KIMS,280.25
MANKIND,"1,950.00"
360ONE,"2,020.00"
THEMISMED,682.00
PATANJALI,207.50
FLAIR,"1,318.05"
RISHABH,246.10
ARVIND,404.95
STEELCITY,248.10
KSB,69.55
ANANDRATHI,"3,496.70"
JAICORPLTD,"3,736.85"
BHAGYANGR,249.05
SPCENET,77.40
LAXMICOT,25.70
APARINDS,25.70
DBSTOCKBRO,"5,648.95"
HINDCOMPOS,42.60
CYIENTDLM,378.75
BOMDYEING,662.00
VASCONEQ,137.55
JYOTHYLAB,55.00
NCC,390.40
DCI,206.00
ALPA,180.00
SIGNATURE,81.00
SIGIND,"1,144.30"
ARROWGREEN,58.00
INDIASHLTR,340.30
REPCOHOME,558.00
DELTAMAGNT,366.50
CMMIPL,84.25
SAKSOFT,2.05
LIBAS,213.05
HITECHGEAR,16.00
SPENCERS,441.25
PILANIINVS,87.35
JUSTDIAL,"3,150.10"
USK,768.00
SHYAMCENT,49.00
IFBAGRO,17.60
LYKALABS,411.50
JSLL,106.25
JGCHEM,690.00
BECTORFOOD,180.00
TITAGARH,975.00
SKIPPER,810.05
PENIND,251.35
RAMKY,106.90
PRESTIGE,430.00
IRFC,"1,093.00"
INSPIRE,120.90
INDIANCARD,32.45
SAHANA,233.70
MOHITIND,635.00
UDS,17.50
AZAD,302.00
ORIANA,"1,185.00"
BANKA,616.00
NAHARCAP,100.00
SUVEN,277.10
ORBTEXP,96.30
HLVLTD,147.10
DREDGECORP,22.10
DATAPATTNS,619.65
JKLAKSHMI,"2,120.25"
POCL,772.15
GENUSPAPER,582.00
GANESHHOUC,16.55
GTLINFRA,668.95
CIEINDIA,1.65
KAMDHENU,406.80
MASFIN,508.00
WELCORP,269.45
INDRAMEDCO,480.10
TECHNOE,156.50
KAYNES,623.15
LODHA,"2,700.00"
INTENTECH,982.00
WEIZMANIND,105.10
OMINFRAL,85.50
KAVVERITEL,120.10
MEDANTA,11.00
DIVGIITTS,"1,115.00"
HPL,675.05
APOLSINHOT,279.95
SELAN,"1,597.00"
MANAKALUCO,407.50
AUROIMPEX,24.30
STEELXIND,72.55
HPAL,12.00
SANDUMA,92.55
ELECTCAST,335.30
BANARISUG,138.60
JUNIPER,"2,252.00"
RELCHEMQ,396.25
IRCON,181.00
KEEPLEARN,179.10
TALBROAUTO,4.40
MANAKCOAT,222.00
SYSTANGO,29.15
ALPEXSOLAR,269.00
LLOYDSENGG,250.00
GATECH,42.15
TVSELECT,1.45
BASILIC,242.00
BAJEL,312.60
LAMBODHARA,175.55
BHARATWIRE,140.55
IFCI,258.20
MMTC,36.35
GENUSPOWER,63.85
ORIENTBELL,205.95
PPL,305.30
KERNEX,321.00
KOTHARIPET,535.55
GEEKAYWIRE,109.10
NRAIL,75.00
HEADSUP,372.65
JPASSOCIAT,12.20
MUNJALAU,16.05
CELLECOR,72.20
SBC,156.00
BALAJITELE,18.65
DIGISPICE,77.10
PENTAGON,25.15
HIRECT,105.00
STAR,565.00
TAKE,725.00
AKG,20.65
SOMATEX,18.00
IREDA,32.10
VISAKAIND,122.55
SWELECTES,100.40
EMIL,860.00
APCL,173.00
INOXWIND,166.60
MAHSEAMLES,433.30
TIPSINDLTD,776.50
THYROCARE,412.00
RPPINFRA,591.20
ZENITHSTL,98.50
AARVI,7.35
SBCL,116.15
SHAHALLOYS,483.25
ROLLT,55.30
NAGAFERT,1.20
MARSHALL,9.55
SPECTRUM,25.00
OMAXE,"1,353.00"
TARC,78.30
ALOKINDS,128.00
TECHIN,26.05
TGBHOTELS,21.20
DCMNVL,12.95
AIRAN,177.25
GATECHDVR,22.20
ANKITMETAL,3.50
MADHUCON,3.50
MICEL,7.00
AARVEEDEN,37.15
TIPSFILMS,23.20
NBCC,617.05
RBZJEWEL,106.00
INVENTURE,138.25
VIVIDHA,2.30
PAYTM,1.15
SIGMA,336.25
CANARYS,341.10
MONARCH,27.00
VCL,490.00
VIKASECO,1.10
ASIANENE,3.30
BIGBLOC,239.55
DBREALTY,167.00
ATLANTAA,215.60
RPOWER,18.50
SEPC,19.50
EIMCOELECO,16.25
BYKE,"1,335.00"
NITIRAJ,56.30
TOKYOPLAST,153.00
OILCOUNTUB,95.75
AURIONPRO,26.80
PALASHSECU,"1,792.00"
KRITINUT,103.55
SUULD,81.05
SEL,7.45
COMPINFO,250.00
TVVISION,5.30
GVKPIL,5.30
KARMAENG,9.50
BVCL,59.00
SYNCOMF,49.50
SRPL,11.55
ORIENTALTL,1.05
ZENTEC,8.40
PLATIND,814.50
WELINV,167.50
SALASAR,715.00
UNIVASTU,18.80
BAFNAPH,135.60
PAISALO,78.00
BAGFILMS,107.05
URAVI,8.30
PRAKASHSTL,256.20
MITTAL,7.25
SAMPANN,2.05
NDRAUTO,18.35
SHAH,716.55
RANEENGINE,3.05
BUTTERFLY,299.00
MORARJEE,756.00
GANGAFORGE,18.20
LATTEYS,9.10
VIKASLIFE,15.15
NORBTEAEXP,5.05
PILITA,11.10
V2RETAIL,11.10
ACCURACY,335.00
SUMIT,9.00
NEXTMEDIA,51.00
AJOONI,6.00
RTNPOWER,5.00
DRCSYSTEMS,8.00
GTL,16.00
ARCHIES,10.95
ALANKIT,29.85
URJA,15.90
DIGIDRIVE,18.85
ASHAPURMIN,34.70
JAYNECOIND,306.00
BIL,43.55
PRAXIS,261.05
SIKKO,16.80
GLOBALVECT,63.20
SARVESHWAR,105.65
NETWEB,10.85
HPIL,"1,362.05"
GALLANTT,125.05
SABEVENTS,178.10
MOKSH,5.90
UNITECH,17.65
SHREERAMA,9.80
ESSARSHPNG,21.50
JHS,20.50
FCSSOFT,17.55
AGNI,3.90
IEL,58.50
LANCORHOL,9.75
IRIS,46.80
APS,106.15
NILAINFRA,199.50
SCI,10.70
ABAN,189.55
PVP,56.35
DHANBANK,30.10
SHIVAMAUTO,38.80
TREEHOUSE,33.95
JYOTISTRUC,22.30
IL&FSENGG,19.35
ENERGYDEV,33.85
NPST,20.30
BGRENERGY,"1,025.00"
VR,39.60
SURANASOL,84.75
LOTUSEYE,29.85
NDL,56.80
MEP,30.80
MANAKSTEEL,11.55
ONEPOINT,54.85
CINELINE,47.15
ORTINLAB,105.75
MCLEODRUSS,17.30
MAGNUM,25.95
CENTEXT,49.00
COUNCODOS,18.25
SUZLON,4.80
RATEGAIN,35.50
SADBHAV,705.00
REMSONSIND,23.00
PIGL,855.50
AKANKSHA,55.55
GSTL,74.70
MUKKA,47.85
JPPOWER,34.45
TV18BRDCST,14.35
NUCLEUS,44.00
WANBURY,"1,158.10"
SAGARDEEP,125.25
DHRUV,23.90
CORDSCABLE,97.50
VLEGOV,140.45
MKPL,53.50
NAGREEKEXP,37.25
OSIAHYPER,28.65
CTE,28.65
HUBTOWN,98.35
SPMLINFRA,110.75
MUKTAARTS,92.60
PARSVNATH,73.50
TFCILTD,11.45
SARTELE,179.35
MOTISONS,194.60
APOLLO,134.45
MODIRUBBER,98.20
ARVEE,79.10
MUFIN,127.70
AKI,160.05
IITL,19.05
AAATECH,192.40
BLAL,81.90
BEDMUTHA,209.50
MARINE,189.50
LAL,84.75
MSPL,347.55
AKSHARCHEM,25.70
PARACABLES,261.75
WEL,67.55
JAINAM,443.30
SWSOLAR,120.80
HSCL,488.90
WALCHANNAG,272.00
MAXIND,181.65
SCHNEIDER,194.00
NDGL,583.80
ADANIPOWER,"2,012.65"
GENSOL,501.90
TARMAT,788.00
JAIBALAJI,96.00
JUBLINDS,"1,003.55"
WEBELSOLAR,"1,148.00"
KPIGREEN,320.20
IWEL,"1,473.65"
KODYTECH,"5,074.30"
TATAINVEST,883.55
AKSHAR,"7,947.05"
LGHL,2.85
TRIL,314.45
ADROITINFO,304.95
INDOWIND,15.20
SADHAV,20.90
CUPID,162.45
SKYGOLD,"2,219.10"
GET&D,892.95
SMLT,862.45
SOFTTECH,214.65
INOXGREEN,269.70
RPPL,114.90
LFIC,86.40
BBOX,172.80
GSS,209.80
VASWANI,123.40
MCL,36.05
RVHL,31.30
UNIINFO,40.75
EUROTEXIND,37.90
PFS,18.00
VINEETLAB,34.10
BANG,47.35
GREENPOWER,45.45
BHANDARI,17.90
RAJMET,7.50
LYPSAGEMS,10.30
DEEM,5.60
FCONSUMER,111.00
SHRENIK,0.90
AVALON,0.90
HUDCO,470.00
NEWGEN,155.30
GPTINFRA,676.05
PGIL,137.00
CREATIVE,560.10
STARCEMENT,625.00
CADSYS,181.00
KKCL,193.05
SOUTH-RE,621.55
CHALET,3.15
DOLLEX,681.05
NINSYS,39.35
LAWSIKHO,429.00
TOUCHWOOD,187.50
ONELIFECAP,118.25
CLOUD,14.35
ZEAL,55.00
LEXUS,184.35
ZENITHDRUG,35.10
KONTOR,58.60
INDSWFTLAB,59.65
PRAMARA,93.00
YUDIZ,82.65
IPL,65.50
